Distance_to_Zone_km,Recent_Elephant_Count,Time_of_Day,Weather,Risk_Level
11.48,17,Morning,Heavy Rain,LOW
12.65,21,Afternoon,Heavy Rain,LOW
3.68,11,Dusk,Heavy Rain,CRITICAL
7.08,9,Dusk,Light Rain,MEDIUM
8.88,25,Afternoon,Light Rain,LOW
2.08,22,Dusk,Clear,CRITICAL
14.92,4,Morning,Clear,LOW
11.14,25,Night,Clear,LOW
10.25,24,Dusk,Light Rain,LOW
1.77,0,Dusk,Heavy Rain,HIGH
7.25,21,Morning,Light Rain,MEDIUM
14.65,18,Night,Clear,LOW
7.78,11,Dusk,Clear,MEDIUM
10.69,7,Morning,Clear,LOW
4.37,22,Afternoon,Clear,MEDIUM
6.84,19,Morning,Light Rain,MEDIUM
3.09,14,Afternoon,Light Rain,CRITICAL
10.05,22,Dusk,Clear,LOW
1.79,1,Night,Heavy Rain,HIGH
14.83,18,Morning,Clear,LOW
9.5,14,Afternoon,Heavy Rain,LOW
7.56,22,Night,Clear,MEDIUM
8.01,13,Night,Light Rain,LOW
13.26,24,Dusk,Light Rain,LOW
8.04,23,Night,Light Rain,LOW
7.91,18,Night,Clear,MEDIUM
9.21,1,Afternoon,Clear,LOW
5.03,10,Morning,Clear,MEDIUM
12.37,0,Morning,Heavy Rain,LOW
6.68,23,Afternoon,Heavy Rain,MEDIUM
9.5,9,Dusk,Light Rain,LOW
2.74,15,Night,Clear,CRITICAL
1.75,12,Afternoon,Clear,CRITICAL
0.24,24,Afternoon,Clear,CRITICAL
4.59,3,Afternoon,Clear,MEDIUM
13.21,6,Afternoon,Clear,LOW
2.88,0,Dusk,Clear,HIGH
9.87,17,Morning,Clear,LOW
1.73,18,Dusk,Clear,CRITICAL
5.05,12,Morning,Heavy Rain,MEDIUM
10.98,20,Morning,Light Rain,LOW
3.2,2,Dusk,Heavy Rain,HIGH
9.58,3,Afternoon,Heavy Rain,LOW
7.75,9,Night,Light Rain,MEDIUM
6.37,3,Dusk,Light Rain,MEDIUM
11.83,9,Dusk,Heavy Rain,LOW
2.92,15,Night,Light Rain,CRITICAL
2.2,5,Dusk,Clear,HIGH
14.68,11,Night,Heavy Rain,LOW
13.85,14,Dusk,Light Rain,LOW
3.89,11,Dusk,Clear,MEDIUM
5.74,24,Morning,Clear,MEDIUM
3.49,15,Afternoon,Heavy Rain,CRITICAL
11.4,5,Afternoon,Light Rain,LOW
9.23,5,Night,Clear,LOW
13.04,7,Afternoon,Light Rain,LOW
10.44,16,Night,Light Rain,LOW
8.21,5,Morning,Clear,LOW
4.58,0,Dusk,Light Rain,HIGH
8.59,1,Night,Heavy Rain,LOW
2.26,18,Afternoon,Heavy Rain,CRITICAL
9.37,19,Afternoon,Heavy Rain,LOW
4.9,15,Afternoon,Light Rain,MEDIUM
0.72,14,Dusk,Light Rain,CRITICAL
7.25,1,Dusk,Heavy Rain,MEDIUM
14.49,22,Night,Light Rain,LOW
7.3,24,Dusk,Clear,MEDIUM
10.33,11,Morning,Heavy Rain,LOW
9.26,1,Morning,Clear,LOW
13.88,0,Dusk,Heavy Rain,LOW
0.38,17,Dusk,Heavy Rain,CRITICAL
10.03,20,Night,Clear,LOW
3.76,21,Night,Light Rain,CRITICAL
8.24,9,Morning,Clear,LOW
8.46,13,Afternoon,Light Rain,LOW
11.24,24,Night,Heavy Rain,LOW
12.49,12,Dusk,Heavy Rain,LOW
7.73,20,Night,Heavy Rain,MEDIUM
6.56,23,Dusk,Clear,MEDIUM
9.64,7,Night,Heavy Rain,LOW
4.53,5,Night,Light Rain,HIGH
14.11,15,Morning,Light Rain,LOW
0.28,21,Dusk,Clear,CRITICAL
13.1,2,Morning,Light Rain,LOW
10.15,1,Dusk,Heavy Rain,LOW
10.62,10,Dusk,Heavy Rain,LOW
3.89,11,Afternoon,Clear,CRITICAL
14.14,8,Afternoon,Light Rain,LOW
5.82,9,Night,Light Rain,MEDIUM
12.63,8,Afternoon,Light Rain,LOW
8.14,18,Night,Clear,LOW
13.61,7,Morning,Light Rain,LOW
13.0,14,Night,Clear,LOW
8.23,13,Afternoon,Light Rain,LOW
6.13,16,Morning,Heavy Rain,MEDIUM
13.33,2,Night,Light Rain,LOW
8.25,9,Night,Light Rain,LOW
3.75,19,Morning,Light Rain,CRITICAL
2.75,15,Morning,Light Rain,CRITICAL
2.37,18,Dusk,Clear,CRITICAL
5.76,8,Night,Heavy Rain,MEDIUM
2.76,21,Night,Light Rain,CRITICAL
8.18,17,Afternoon,Light Rain,LOW
14.86,1,Morning,Light Rain,LOW
0.86,6,Dusk,Clear,CRITICAL
3.12,24,Morning,Light Rain,CRITICAL
5.8,19,Afternoon,Clear,MEDIUM
7.6,4,Morning,Clear,MEDIUM
9.4,22,Afternoon,Light Rain,LOW
0.73,15,Afternoon,Heavy Rain,CRITICAL
8.0,4,Morning,Heavy Rain,LOW
2.43,13,Dusk,Heavy Rain,CRITICAL
2.76,6,Dusk,Heavy Rain,HIGH
1.26,9,Night,Light Rain,CRITICAL
6.11,15,Afternoon,Heavy Rain,MEDIUM
1.51,7,Morning,Clear,HIGH
4.35,12,Afternoon,Clear,MEDIUM
6.1,22,Afternoon,Clear,MEDIUM
3.71,24,Night,Heavy Rain,CRITICAL
0.34,2,Dusk,Clear,HIGH
2.26,8,Dusk,Heavy Rain,HIGH
6.26,21,Night,Heavy Rain,MEDIUM
4.23,3,Dusk,Clear,HIGH
12.27,3,Night,Light Rain,LOW
14.29,23,Dusk,Heavy Rain,LOW
4.26,8,Dusk,Clear,HIGH
14.68,6,Afternoon,Heavy Rain,LOW
2.92,15,Morning,Light Rain,CRITICAL
7.0,4,Morning,Clear,MEDIUM
7.64,13,Morning,Light Rain,MEDIUM
6.55,22,Morning,Clear,MEDIUM
5.04,14,Night,Heavy Rain,MEDIUM
2.44,0,Afternoon,Clear,LOW
9.08,4,Night,Heavy Rain,LOW
8.42,15,Morning,Clear,LOW
10.95,12,Afternoon,Light Rain,LOW
1.94,10,Dusk,Heavy Rain,CRITICAL
14.36,19,Dusk,Heavy Rain,LOW
4.0,20,Dusk,Heavy Rain,HIGH
3.82,10,Morning,Heavy Rain,HIGH
2.74,19,Afternoon,Light Rain,CRITICAL
13.82,19,Night,Clear,LOW
9.71,20,Morning,Clear,LOW
4.03,3,Afternoon,Light Rain,MEDIUM
13.39,4,Afternoon,Heavy Rain,LOW
2.01,22,Afternoon,Clear,CRITICAL
14.97,19,Morning,Clear,LOW
12.03,20,Morning,Light Rain,LOW
4.26,11,Night,Light Rain,HIGH
2.12,0,Morning,Light Rain,LOW
12.81,14,Morning,Heavy Rain,LOW
1.68,7,Dusk,Clear,CRITICAL
0.71,5,Morning,Light Rain,HIGH
7.82,20,Dusk,Clear,MEDIUM
2.35,7,Night,Light Rain,HIGH
13.48,6,Night,Light Rain,LOW
12.58,3,Dusk,Clear,LOW
11.99,3,Afternoon,Heavy Rain,LOW
2.46,10,Afternoon,Heavy Rain,HIGH
2.12,19,Afternoon,Light Rain,CRITICAL
0.38,6,Dusk,Light Rain,CRITICAL
10.88,4,Morning,Heavy Rain,LOW
4.75,18,Night,Heavy Rain,HIGH
6.31,3,Afternoon,Clear,MEDIUM
9.43,24,Night,Light Rain,LOW
8.66,13,Dusk,Heavy Rain,LOW
8.66,0,Night,Light Rain,LOW
0.87,6,Night,Heavy Rain,CRITICAL
8.45,21,Afternoon,Heavy Rain,LOW
12.73,11,Night,Light Rain,LOW
9.47,11,Night,Light Rain,LOW
13.43,14,Dusk,Light Rain,LOW
1.61,7,Dusk,Heavy Rain,CRITICAL
1.89,23,Night,Clear,CRITICAL
7.62,7,Dusk,Heavy Rain,MEDIUM
14.18,16,Night,Clear,LOW
3.63,24,Night,Heavy Rain,CRITICAL
10.6,24,Dusk,Clear,LOW
14.49,1,Night,Heavy Rain,LOW
5.01,6,Morning,Heavy Rain,MEDIUM
9.42,9,Night,Clear,LOW
14.32,14,Afternoon,Heavy Rain,LOW
11.28,20,Morning,Light Rain,LOW
9.23,25,Morning,Clear,LOW
9.97,0,Afternoon,Clear,LOW
6.74,10,Afternoon,Heavy Rain,HIGH
5.47,2,Morning,Light Rain,MEDIUM
5.46,23,Afternoon,Clear,MEDIUM
3.62,2,Afternoon,Light Rain,MEDIUM
11.46,23,Morning,Light Rain,LOW
7.13,2,Dusk,Heavy Rain,MEDIUM
6.97,21,Afternoon,Clear,MEDIUM
12.29,5,Dusk,Heavy Rain,LOW
2.73,9,Dusk,Light Rain,HIGH
7.75,10,Dusk,Light Rain,MEDIUM
11.79,0,Morning,Clear,LOW
9.89,8,Dusk,Light Rain,LOW
4.61,9,Night,Clear,HIGH
3.92,9,Dusk,Clear,HIGH
0.49,24,Morning,Light Rain,CRITICAL
12.48,23,Night,Heavy Rain,LOW
4.34,23,Afternoon,Clear,MEDIUM
3.86,7,Night,Light Rain,HIGH
2.49,24,Dusk,Light Rain,CRITICAL
1.41,19,Dusk,Light Rain,CRITICAL
9.48,20,Dusk,Clear,LOW
4.98,25,Dusk,Heavy Rain,CRITICAL
7.86,14,Night,Clear,MEDIUM
2.08,7,Morning,Clear,HIGH
5.46,13,Night,Light Rain,MEDIUM
5.73,15,Night,Heavy Rain,MEDIUM
12.97,3,Morning,Heavy Rain,LOW
10.54,22,Afternoon,Clear,LOW
8.09,7,Morning,Light Rain,LOW
14.17,4,Dusk,Heavy Rain,LOW
6.75,23,Afternoon,Clear,MEDIUM
11.43,18,Dusk,Light Rain,LOW
3.56,15,Afternoon,Clear,CRITICAL
2.67,21,Afternoon,Clear,CRITICAL
5.21,24,Dusk,Heavy Rain,MEDIUM
6.92,14,Night,Clear,HIGH
9.94,8,Night,Light Rain,LOW
0.42,19,Morning,Light Rain,CRITICAL
9.21,19,Morning,Heavy Rain,LOW
8.87,23,Afternoon,Clear,LOW
11.76,11,Dusk,Light Rain,LOW
5.13,18,Night,Clear,MEDIUM
8.59,22,Dusk,Light Rain,LOW
8.36,17,Dusk,Heavy Rain,LOW
15.0,10,Morning,Clear,LOW
9.67,10,Night,Heavy Rain,LOW
6.44,13,Dusk,Heavy Rain,MEDIUM
4.93,3,Night,Clear,HIGH
12.36,18,Dusk,Light Rain,LOW
13.04,21,Afternoon,Light Rain,LOW
3.74,11,Morning,Heavy Rain,CRITICAL
11.03,13,Dusk,Light Rain,LOW
2.11,17,Dusk,Clear,CRITICAL
4.68,17,Dusk,Heavy Rain,HIGH
13.77,13,Morning,Clear,LOW
5.29,17,Night,Heavy Rain,MEDIUM
6.29,17,Afternoon,Light Rain,MEDIUM
10.18,9,Night,Light Rain,LOW
4.73,24,Night,Clear,HIGH
14.29,1,Morning,Light Rain,LOW
3.51,13,Dusk,Heavy Rain,CRITICAL
0.61,11,Afternoon,Light Rain,CRITICAL
2.19,23,Night,Heavy Rain,CRITICAL
7.88,4,Dusk,Heavy Rain,MEDIUM
7.37,3,Morning,Heavy Rain,MEDIUM
2.59,11,Dusk,Heavy Rain,CRITICAL
14.06,10,Dusk,Clear,LOW
9.02,10,Afternoon,Heavy Rain,LOW
5.7,8,Dusk,Clear,MEDIUM
1.12,25,Afternoon,Heavy Rain,CRITICAL
0.48,20,Morning,Heavy Rain,CRITICAL
11.7,18,Dusk,Heavy Rain,LOW
3.97,2,Morning,Light Rain,MEDIUM
12.78,9,Morning,Clear,LOW
4.13,12,Morning,Light Rain,MEDIUM
1.37,8,Morning,Clear,HIGH
14.05,9,Afternoon,Clear,LOW
7.61,20,Afternoon,Light Rain,MEDIUM
2.65,7,Afternoon,Light Rain,HIGH
3.65,15,Afternoon,Light Rain,CRITICAL
8.94,18,Afternoon,Clear,LOW
3.91,5,Afternoon,Heavy Rain,MEDIUM
9.24,2,Dusk,Clear,CRITICAL
4.32,13,Morning,Light Rain,MEDIUM
0.18,5,Night,Heavy Rain,HIGH
11.33,6,Morning,Heavy Rain,LOW
2.51,23,Night,Heavy Rain,CRITICAL
8.32,2,Dusk,Light Rain,LOW
5.52,6,Morning,Light Rain,MEDIUM
2.65,6,Night,Light Rain,HIGH
9.57,8,Morning,Clear,LOW
7.77,21,Afternoon,Heavy Rain,MEDIUM
1.52,12,Morning,Clear,CRITICAL
3.55,9,Morning,Light Rain,MEDIUM
10.3,16,Night,Heavy Rain,LOW
0.55,20,Afternoon,Heavy Rain,CRITICAL
14.87,15,Night,Heavy Rain,LOW
4.33,4,Dusk,Clear,HIGH
9.5,7,Dusk,Light Rain,LOW
14.49,10,Dusk,Clear,LOW
4.66,0,Dusk,Heavy Rain,HIGH
9.14,9,Morning,Light Rain,LOW
6.43,20,Afternoon,Heavy Rain,MEDIUM
5.68,3,Afternoon,Clear,MEDIUM
12.74,20,Dusk,Light Rain,LOW
0.39,25,Dusk,Heavy Rain,CRITICAL
9.37,21,Dusk,Light Rain,LOW
0.75,22,Night,Light Rain,CRITICAL
13.47,21,Night,Light Rain,LOW
8.54,2,Night,Heavy Rain,LOW
12.89,13,Dusk,Heavy Rain,LOW
7.27,1,Morning,Light Rain,MEDIUM
1.42,18,Morning,Light Rain,CRITICAL
9.72,12,Dusk,Light Rain,LOW
6.23,11,Afternoon,Heavy Rain,MEDIUM
14.77,16,Morning,Heavy Rain,LOW
13.35,9,Afternoon,Light Rain,LOW
0.55,21,Morning,Light Rain,CRITICAL
2.91,20,Morning,Clear,LOW
11.39,9,Morning,Light Rain,LOW
11.96,24,Dusk,Light Rain,LOW
9.14,19,Night,Clear,LOW
4.82,17,Morning,Heavy Rain,MEDIUM
11.38,3,Dusk,Light Rain,LOW
4.37,12,Morning,Clear,MEDIUM
11.73,6,Dusk,Clear,LOW
12.37,5,Afternoon,Light Rain,LOW
14.64,15,Dusk,Clear,LOW
9.09,22,Morning,Clear,LOW
0.96,11,Afternoon,Clear,CRITICAL
13.06,13,Afternoon,Heavy Rain,LOW
13.25,17,Afternoon,Clear,LOW
10.58,13,Morning,Clear,LOW
6.21,16,Dusk,Clear,MEDIUM
0.25,24,Night,Clear,CRITICAL
10.59,7,Morning,Light Rain,LOW
11.67,6,Morning,Light Rain,LOW
8.86,5,Afternoon,Clear,LOW
8.65,12,Morning,Heavy Rain,LOW
3.94,2,Afternoon,Light Rain,MEDIUM
7.39,19,Dusk,Clear,MEDIUM
0.35,10,Morning,Clear,HIGH
6.51,18,Afternoon,Light Rain,MEDIUM
5.99,10,Morning,Clear,MEDIUM
6.55,2,Afternoon,Heavy Rain,MEDIUM
6.97,22,Dusk,Light Rain,MEDIUM
8.76,10,Afternoon,Light Rain,LOW
6.06,19,Dusk,Heavy Rain,MEDIUM
5.09,3,Morning,Heavy Rain,MEDIUM
7.35,11,Dusk,Heavy Rain,MEDIUM
10.86,10,Night,Clear,LOW
6.37,12,Dusk,Heavy Rain,MEDIUM
10.25,16,Morning,Clear,LOW
2.75,6,Dusk,Heavy Rain,HIGH
12.17,22,Afternoon,Clear,LOW
1.58,3,Afternoon,Heavy Rain,HIGH
8.78,11,Afternoon,Clear,LOW
9.38,1,Afternoon,Heavy Rain,LOW
9.44,12,Night,Heavy Rain,LOW
14.9,17,Afternoon,Heavy Rain,LOW
13.48,17,Afternoon,Light Rain,LOW
12.24,17,Morning,Light Rain,LOW
13.42,9,Dusk,Heavy Rain,LOW
8.34,12,Morning,Light Rain,LOW
9.02,15,Afternoon,Light Rain,LOW
6.21,16,Dusk,Heavy Rain,MEDIUM
11.28,14,Dusk,Clear,LOW
10.21,15,Night,Clear,LOW
7.92,14,Dusk,Heavy Rain,MEDIUM
2.46,6,Afternoon,Clear,HIGH
14.21,7,Morning,Light Rain,LOW
10.22,2,Dusk,Light Rain,MEDIUM
7.19,9,Morning,Clear,MEDIUM
9.65,0,Night,Clear,LOW
9.25,17,Night,Clear,LOW
8.26,16,Afternoon,Heavy Rain,LOW
4.97,0,Afternoon,Clear,LOW
12.49,1,Night,Heavy Rain,LOW
13.0,22,Dusk,Light Rain,LOW
2.88,19,Dusk,Light Rain,CRITICAL
3.93,21,Dusk,Heavy Rain,CRITICAL
7.51,22,Afternoon,Clear,MEDIUM
3.8,8,Morning,Clear,MEDIUM
9.37,23,Morning,Heavy Rain,LOW
3.85,15,Morning,Heavy Rain,CRITICAL
7.37,25,Afternoon,Light Rain,HIGH
13.96,14,Night,Light Rain,LOW
9.13,1,Morning,Clear,LOW
11.65,2,Afternoon,Light Rain,LOW
4.73,9,Dusk,Heavy Rain,HIGH
13.4,0,Morning,Light Rain,LOW
3.37,7,Morning,Clear,MEDIUM
5.73,0,Afternoon,Light Rain,LOW
10.03,22,Night,Light Rain,LOW
11.68,17,Night,Light Rain,LOW
2.81,2,Dusk,Light Rain,HIGH
5.22,3,Dusk,Clear,MEDIUM
9.67,5,Night,Heavy Rain,LOW
0.15,23,Afternoon,Light Rain,CRITICAL
3.61,13,Dusk,Clear,CRITICAL
6.1,14,Morning,Heavy Rain,MEDIUM
6.93,11,Morning,Heavy Rain,MEDIUM
14.12,13,Night,Clear,HIGH
6.47,3,Night,Heavy Rain,MEDIUM
11.7,1,Afternoon,Light Rain,LOW
10.13,11,Dusk,Clear,LOW
9.9,12,Night,Heavy Rain,LOW
7.93,11,Night,Clear,MEDIUM
9.47,0,Morning,Heavy Rain,LOW
1.38,7,Morning,Heavy Rain,HIGH
5.68,4,Dusk,Heavy Rain,MEDIUM
9.26,18,Morning,Clear,LOW
5.97,10,Night,Heavy Rain,MEDIUM
5.74,3,Night,Heavy Rain,MEDIUM
4.75,21,Afternoon,Clear,MEDIUM
5.43,9,Night,Heavy Rain,MEDIUM
7.34,0,Dusk,Light Rain,LOW
8.85,8,Night,Light Rain,LOW
4.76,22,Afternoon,Heavy Rain,MEDIUM
4.38,4,Morning,Light Rain,MEDIUM
13.04,8,Morning,Light Rain,LOW
12.65,20,Dusk,Heavy Rain,LOW
5.53,15,Afternoon,Heavy Rain,MEDIUM
3.22,0,Night,Light Rain,HIGH
3.46,17,Afternoon,Heavy Rain,CRITICAL
12.97,2,Afternoon,Light Rain,LOW
6.27,3,Dusk,Clear,MEDIUM
8.39,4,Morning,Clear,LOW
13.22,15,Morning,Light Rain,LOW
13.39,20,Afternoon,Clear,LOW
6.26,19,Dusk,Light Rain,MEDIUM
5.29,16,Morning,Heavy Rain,MEDIUM
12.66,3,Dusk,Heavy Rain,LOW
12.63,6,Morning,Light Rain,LOW
9.45,11,Morning,Heavy Rain,LOW
2.41,11,Afternoon,Clear,CRITICAL
14.59,25,Night,Clear,LOW
6.86,13,Afternoon,Light Rain,MEDIUM
10.5,9,Morning,Heavy Rain,LOW
9.42,8,Morning,Heavy Rain,LOW
2.34,12,Night,Clear,CRITICAL
9.69,13,Afternoon,Heavy Rain,LOW
4.3,1,Afternoon,Heavy Rain,MEDIUM
11.15,13,Dusk,Heavy Rain,LOW
6.0,20,Night,Heavy Rain,MEDIUM
10.74,23,Afternoon,Heavy Rain,LOW
0.34,3,Morning,Heavy Rain,HIGH
9.23,7,Morning,Clear,LOW
13.18,11,Afternoon,Clear,LOW
10.08,11,Dusk,Heavy Rain,LOW
1.35,11,Morning,Heavy Rain,CRITICAL
0.46,5,Morning,Heavy Rain,HIGH
14.21,2,Night,Heavy Rain,LOW
12.44,10,Night,Heavy Rain,LOW
0.58,16,Dusk,Clear,CRITICAL
11.55,25,Night,Light Rain,LOW
6.02,3,Dusk,Clear,MEDIUM
9.49,19,Night,Heavy Rain,LOW
5.56,1,Morning,Light Rain,MEDIUM
12.71,25,Night,Clear,LOW
6.03,12,Afternoon,Light Rain,MEDIUM
4.04,12,Dusk,Heavy Rain,HIGH
11.59,10,Dusk,Light Rain,LOW
6.92,11,Afternoon,Clear,MEDIUM
8.49,15,Night,Clear,LOW
4.78,1,Night,Light Rain,HIGH
6.24,16,Morning,Clear,MEDIUM
12.13,14,Dusk,Light Rain,LOW
9.63,24,Morning,Light Rain,LOW
10.22,14,Dusk,Light Rain,LOW
2.57,11,Dusk,Heavy Rain,MEDIUM
9.59,3,Afternoon,Heavy Rain,LOW
1.51,13,Morning,Clear,CRITICAL
0.85,15,Afternoon,Heavy Rain,CRITICAL
6.17,12,Afternoon,Light Rain,MEDIUM
12.56,0,Night,Light Rain,LOW
2.19,10,Dusk,Heavy Rain,MEDIUM
7.49,12,Afternoon,Heavy Rain,MEDIUM
7.82,19,Afternoon,Heavy Rain,MEDIUM
4.3,23,Night,Heavy Rain,HIGH
13.08,24,Night,Light Rain,LOW
10.64,5,Afternoon,Clear,LOW
6.07,9,Dusk,Clear,MEDIUM
10.87,19,Dusk,Clear,LOW
5.2,4,Dusk,Clear,MEDIUM
14.87,2,Night,Light Rain,LOW
6.52,23,Night,Light Rain,MEDIUM
13.96,4,Night,Clear,LOW
13.03,23,Afternoon,Light Rain,LOW
7.04,14,Night,Light Rain,MEDIUM
3.99,5,Dusk,Clear,HIGH
12.65,8,Morning,Heavy Rain,LOW
0.53,2,Morning,Clear,MEDIUM
10.2,17,Night,Light Rain,LOW
1.2,17,Night,Light Rain,CRITICAL
6.15,11,Night,Heavy Rain,MEDIUM
8.05,2,Dusk,Light Rain,LOW
3.11,21,Morning,Light Rain,CRITICAL
8.0,21,Dusk,Light Rain,LOW
11.73,15,Night,Light Rain,LOW
14.14,16,Night,Clear,LOW
2.69,22,Dusk,Light Rain,CRITICAL
2.65,16,Dusk,Heavy Rain,CRITICAL
9.92,11,Afternoon,Light Rain,LOW
8.47,8,Night,Light Rain,LOW
10.49,13,Afternoon,Light Rain,LOW
11.18,5,Dusk,Heavy Rain,LOW
11.09,8,Morning,Heavy Rain,LOW
7.59,19,Dusk,Heavy Rain,MEDIUM
7.98,0,Morning,Light Rain,LOW
6.53,7,Dusk,Clear,MEDIUM
4.53,0,Night,Heavy Rain,HIGH
7.8,8,Morning,Clear,MEDIUM
12.44,4,Dusk,Light Rain,LOW
11.89,25,Night,Light Rain,LOW
1.96,18,Morning,Heavy Rain,CRITICAL
9.89,3,Night,Heavy Rain,LOW
10.92,1,Afternoon,Heavy Rain,LOW
2.13,5,Night,Heavy Rain,HIGH
2.59,23,Night,Heavy Rain,CRITICAL
7.88,6,Morning,Light Rain,MEDIUM
1.83,18,Dusk,Clear,CRITICAL
13.7,7,Dusk,Light Rain,LOW
9.91,9,Afternoon,Heavy Rain,LOW
1.72,8,Morning,Clear,HIGH
9.75,12,Afternoon,Clear,LOW
1.72,23,Afternoon,Clear,CRITICAL
0.56,20,Morning,Heavy Rain,CRITICAL
13.84,18,Afternoon,Light Rain,LOW
1.15,2,Afternoon,Light Rain,MEDIUM
2.99,12,Night,Clear,CRITICAL
12.16,17,Night,Clear,LOW
8.19,8,Night,Light Rain,LOW
13.1,13,Afternoon,Clear,LOW
10.1,3,Morning,Clear,LOW
6.45,5,Dusk,Light Rain,MEDIUM
12.26,5,Dusk,Heavy Rain,LOW
4.02,3,Night,Light Rain,HIGH
1.97,20,Dusk,Heavy Rain,CRITICAL
10.65,6,Afternoon,Clear,LOW
13.34,22,Afternoon,Light Rain,LOW
5.55,12,Morning,Clear,LOW
8.84,6,Morning,Clear,LOW
12.14,15,Morning,Clear,LOW
1.56,12,Morning,Light Rain,CRITICAL
3.85,22,Dusk,Heavy Rain,CRITICAL
8.88,14,Morning,Heavy Rain,LOW
11.65,7,Night,Heavy Rain,LOW
9.67,14,Dusk,Clear,LOW
3.01,12,Morning,Light Rain,CRITICAL
11.44,3,Morning,Clear,LOW
13.62,15,Dusk,Light Rain,LOW
10.36,11,Dusk,Heavy Rain,LOW
10.51,1,Afternoon,Heavy Rain,LOW
11.62,5,Morning,Heavy Rain,LOW
2.99,10,Afternoon,Light Rain,LOW
3.37,0,Night,Heavy Rain,HIGH
6.85,17,Morning,Light Rain,MEDIUM
3.67,24,Dusk,Clear,CRITICAL
14.77,19,Afternoon,Heavy Rain,LOW
5.79,22,Afternoon,Heavy Rain,MEDIUM
1.5,22,Morning,Light Rain,CRITICAL
9.93,9,Morning,Clear,LOW
1.67,20,Morning,Heavy Rain,CRITICAL
9.26,11,Morning,Clear,LOW
2.11,8,Morning,Clear,HIGH
2.11,0,Afternoon,Heavy Rain,LOW
1.94,11,Dusk,Heavy Rain,CRITICAL
9.9,20,Dusk,Light Rain,LOW
11.05,8,Afternoon,Light Rain,LOW
5.29,5,Afternoon,Light Rain,MEDIUM
1.39,19,Morning,Heavy Rain,CRITICAL
10.39,2,Dusk,Heavy Rain,LOW
6.49,25,Night,Clear,MEDIUM
5.52,0,Morning,Light Rain,LOW
2.07,21,Dusk,Heavy Rain,CRITICAL
8.34,1,Morning,Light Rain,LOW
8.78,19,Afternoon,Clear,LOW
0.84,15,Afternoon,Heavy Rain,CRITICAL
6.9,0,Dusk,Clear,LOW
1.61,23,Dusk,Heavy Rain,CRITICAL
5.34,6,Dusk,Heavy Rain,MEDIUM
7.59,0,Morning,Light Rain,LOW
3.33,18,Morning,Clear,CRITICAL
2.17,3,Afternoon,Heavy Rain,HIGH
11.06,1,Afternoon,Heavy Rain,LOW
2.18,20,Morning,Light Rain,CRITICAL
7.37,3,Morning,Clear,MEDIUM
0.23,8,Dusk,Clear,CRITICAL
3.18,22,Dusk,Light Rain,CRITICAL
4.32,14,Dusk,Heavy Rain,HIGH
11.43,5,Dusk,Light Rain,LOW
6.95,17,Afternoon,Light Rain,MEDIUM
0.85,3,Dusk,Heavy Rain,HIGH
10.24,20,Night,Heavy Rain,LOW
2.7,24,Night,Light Rain,CRITICAL
0.2,19,Dusk,Light Rain,CRITICAL
12.83,24,Dusk,Heavy Rain,LOW
13.36,21,Morning,Heavy Rain,LOW
1.79,6,Dusk,Clear,CRITICAL
14.1,24,Morning,Heavy Rain,LOW
6.03,8,Night,Clear,MEDIUM
1.52,10,Afternoon,Clear,MEDIUM
0.55,12,Night,Heavy Rain,CRITICAL
14.72,5,Night,Heavy Rain,LOW
11.31,19,Morning,Light Rain,LOW
7.91,14,Afternoon,Light Rain,MEDIUM
4.35,25,Dusk,Clear,HIGH
10.16,24,Dusk,Heavy Rain,LOW
10.18,20,Dusk,Light Rain,LOW
0.46,1,Morning,Clear,MEDIUM
12.85,13,Dusk,Clear,LOW
7.16,23,Night,Heavy Rain,MEDIUM
8.16,15,Morning,Heavy Rain,LOW
10.42,0,Dusk,Clear,LOW
7.54,16,Dusk,Clear,MEDIUM
13.82,20,Afternoon,Clear,LOW
14.72,20,Morning,Light Rain,LOW
8.33,6,Night,Heavy Rain,LOW
11.02,19,Dusk,Clear,LOW
1.65,15,Afternoon,Heavy Rain,CRITICAL
2.02,15,Dusk,Clear,CRITICAL
4.11,18,Dusk,Clear,HIGH
0.52,14,Morning,Light Rain,LOW
12.72,15,Night,Light Rain,LOW
1.42,8,Afternoon,Light Rain,HIGH
3.11,25,Morning,Light Rain,CRITICAL
4.73,23,Morning,Heavy Rain,HIGH
0.88,6,Afternoon,Heavy Rain,HIGH
5.96,5,Morning,Light Rain,MEDIUM
1.83,13,Night,Light Rain,CRITICAL
0.89,23,Dusk,Light Rain,MEDIUM
5.16,18,Morning,Light Rain,MEDIUM
12.92,11,Dusk,Heavy Rain,LOW
8.11,25,Dusk,Heavy Rain,LOW
14.89,19,Afternoon,Heavy Rain,LOW
0.34,7,Night,Heavy Rain,CRITICAL
4.8,17,Dusk,Clear,HIGH
1.95,20,Night,Light Rain,CRITICAL
3.64,4,Afternoon,Clear,MEDIUM
2.49,6,Dusk,Light Rain,HIGH
0.14,23,Afternoon,Clear,CRITICAL
3.91,4,Afternoon,Light Rain,MEDIUM
1.47,12,Morning,Light Rain,CRITICAL
11.14,23,Morning,Heavy Rain,LOW
6.92,8,Morning,Heavy Rain,MEDIUM
8.59,5,Night,Clear,LOW
3.37,11,Night,Light Rain,LOW
9.73,4,Morning,Light Rain,LOW
2.28,20,Morning,Light Rain,CRITICAL
